term;gene
;SCEPCL6019H09.g_SS
;SCEPCL6019G08.g_SS
;SCEQRT2099A02.g_SS
Amino acid metabolism;SCAGRT2039A09.g_SS
;SCEQRT2099F11.g_SS
;SCAGLR1043C07.g_SS
No matches;SCJLRT2049A03.g_SS
;SCCCRZ1001C09.g_SS
;SCEQRT2099E05.g_SS
;SCQGLB1039H01.g_SS
Nucleic acid metabolism;SCEZLB1009F09.g_SS
;SCJFRZ1007G02.g_SS
;SCEQRT2099A06.g_SS
;SCEPCL6021C07.g_SS
;SCEQRT2099B04.g_SS
;SCEPCL6021C03.g_SS
;SCEPCL6021D03.g_SS
;SCEPCL6021A06.g_SS
;SCJLRZ1027B12.g_SS
;SCAGLR1021B01.g_SS
;SCEPCL6021A02.g_SS
;SCEZLR1052C04.g_AS
;SCEPLR1030E10.g_AS
Small GTPases;SCCCLR1C07D08.g_AS
;SCBGLR1117C03.g_AS
;SCJFRZ2009B03.g_AS
;SCCCLR1024E12.g_AS
G protein;SCCCRZ1003G02.g_AS
;SCCCLR1048C05.g_AS
Nucleic acid metabolism;SCCCLR1048A10.g_AS
Carbohydrate metabolism;SCBGLR1099H11.g_AS
Carbohydrate metabolism;SCBGLR1098H01.g_AS
;SCCCLR1079G07.g_AS
Protein metabolism;SCCCLR2C02F01.g_AS
;SCRULB1062A06.g_AS
;SCBGLR1100G09.g_AS
;SCCCLR1066G10.g_AS
;SCEPLR1051E10.g_AS
;SCJLRZ1018F04.g_AS
;SCCCLR1067C02.g_AS
;SCCCLR1067D09.g_AS
;SCCCLR1C03C11.g_AS
;SCJFRZ1007H06.g_AS
Bioenergetics;SCCCLR1068B02.g_AS
;SCJFRZ1006G07.g_AS
;SCJFRZ1006E10.g_AS
Amino acid metabolism;SCCCRZ2C04F12.g_AS
Receptors;SCCCLR1075G12.g_AS
Cell cycle;SCCCLR1070A01.g_AS
Transcription Factor;SCCCLR1069B08.g_AS
;SCCCLR1069C10.g_AS
;SCCCLR1070H01.g_AS
;SCCCLR1075A06.g_AS
;SCCCLR1070G04.g_AS
;SCCCLR1065A03.g_AS
Transcription Factor;SCCCLR1048H04.g_AS
Transcription Factor;SCCCLR1072B02.g_AS
;SCCCLR1048E02.g_AS
;SCCCLR1048E09.g_AS
;SCCCLR1048C09.g_AS
;SCCCLR1066D07.g_AS
;SCCCLR1065F11.g_AS
Protein metabolism;SCCCLR1065B09.g_AS
Protein metabolism;SCCCRZ1002B09.g_AS
Cell wall;SCCCLR1065A04.g_AS
Carbohydrate metabolism;SCCCLR1065A05.g_AS
;SCEZRZ1012C11.g_SS
Secondary metabolism;SCCCLB1001G06.g_SS
;SCQSLB1051E02.g_SS
;SCCCCL4008F09.g_SS
;SCBFRZ2047C05.g_AS
;SCJLLR1033B02.g_SS
;SCBFRZ2048C01.g_AS
;SCQSLB1051D01.g_SS
;SCCCLB1024F05.g_SS
;SCQSLB1051A01.g_SS
;SCEPLR1008B12.g_SS
;SCJLRT1014E06.g_AS
;SCCCST1002H07.g_SS
;SCCCST3C11B11.g_SS
;SCEPLB1042C03.g_SS
;SCBFRZ2049B02.g_AS
;SCQSLB1050D03.g_SS
;SCJFRZ2005A06.g_AS
;SCCCAM1C04D01.g_SS
Cell cycle;SCQGAM1045A08.g_SS
;SCEPAM1017D08.g_SS
Stress;SCJLLR1033F07.g_SS
;SCUTST3152G08.g_SS
;SCRFLB1054D01.g_SS
;SCUTST3152B02.g_SS
;SCCCST1007F09.g_SS
;SCQSLB1049G07.g_SS
;SCQSLB1049G08.g_SS
Unknown protein;SCCCLB1C05A02.g_SS
;SCVPRZ2042F07.g_SS
;SCQSLB1049A06.g_SS
;SCQSLB1049C11.g_SS
;SCQSLB1049E03.g_SS
;SCQSLB1049G05.g_SS
;SCVPAM1057A08.g_SS
;SCBFRZ2017F11.g_AS
Cell wall;SCBFRZ2017F10.g_AS
;SCCCAM1C08A04.g_SS
;SCACLR1126F01.g_SS
;SCVPAM1059A02.g_SS
;SCQGLB1040H01.g_SS
;SCBFRZ2018D05.g_AS
;SCBFRZ2019D09.g_AS
;SCQSHR1022B03.g_SS
;SCCCAM2C04C04.g_SS
;SCEQAM2039G08.g_SS
;SCACLR1036B10.g_SS
;SCCCCL3140D08.g_SS
Receptors;SCQGLB1029E11.g_SS
;SCJLRZ1021D10.g_SS
;SCCCCL3004D04.b_SS
;SCRFLB1055C11.g_SS
;SCRFLB1055A04.g_SS
;SCCCRZ2C03F10.g_SS
;SCJFLR2035E10.g_SS
;SCCCLB1C05F05.g_SS
Secondary metabolism;SCCCLR1048A11.g_AS
;SCRFLB1054H10.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCBGLR1082A07.g_AS
Amino acid metabolism;SCRFLB1054G09.g_SS
;SCSGLR1084A12.g_SS
;SCRFLB1053F10.g_SS
;SCVPRZ2038G06.g_SS
;SCMCST1052E07.g_SS
;SCEQLB1063H01.g_SS
;SCBGHR1058A07.g_SS
;SCUTST3092G01.g_SS
;SCUTST3092F08.g_SS
;SCCCST2002A01.g_SS
;SCUTST3092C01.g_SS
Stress;SCUTST3092H12.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCQSLB1052B06.g_SS
;SCCCRZ2002B09.g_AS
;SCQSLB1052B07.g_SS
;SCQSLB1052C01.g_SS
Transcription Factor;SCQSLB1052C08.g_SS
Protein metabolism;SCJFRT1009C10.g_SS
Cell cycle;SCRFLB1053D10.g_SS
No matches;SCCCLR1C01C04.g_AS
;SCJFRZ2009D10.g_AS
;SCCCRZ2C04C12.g_AS
;SCJFRZ2009B12.g_AS
;SCBGLR1002E07.g_AS
;SCBGLR1002C04.g_AS
;SCQGLB1027B06.g_AS
;SCQSLB1052A05.g_SS
;SCCCLR1C04C08.g_AS
;SCEPRZ1009H07.g_SS
;SCEZRZ1012D03.g_SS
Nucleic acid metabolism;SCJFRZ2009B04.g_AS
;SCQSLB1052B01.g_SS
Transporters;SCCCRZ2C01C05.g_AS
;SCQSLB1052A10.g_SS
;SCACCL6006A12.g_SS
Carbohydrate metabolism;SCJLLR2020E06.g_SS
Protein metabolism;SCJFAM1065A10.g_SS
Transcription Factor;SCBGLR1003E02.g_AS
Protein metabolism;SCJFST1012C03.g_SS
Protein kinase;SCCCLR1C04E07.g_SS
;SCEQRT2027E01.g_SS
;SCJLLR1103A05.g_SS
;SCSGRZ3062B09.g_SS
;SCCCCL3080D01.g_SS
;SCEPRZ1010H07.g_SS
;SCEQLB1064A10.g_SS
;SCCCRZ2004B11.g_AS
;SCCCLR1C08D11.g_SS
;SCBGLR1118C08.g_SS
;SCVPLR1049A10.g_SS
;SCCCLR1C07G12.g_SS
;SCCCLR1C06E03.g_SS
;SCRULB1057E08.g_SS
;SCCCLR1068E08.g_SS
;SCRFLR1012C02.g_AS
;SCCCLR1C04G11.g_SS
Protein metabolism;SCCCRZ2C01E08.g_SS
Stress;SCCCLR1C06B11.g_SS
Carbohydrate metabolism;SCCCRZ2002E12.g_AS
;SCRULB1057E04.g_SS
Stress;SCJFLR1013D08.g_SS
;SCCCRZ2004A07.g_AS
;SCRULB1057C11.g_SS
;SCCCLR1C04E05.g_SS
;SCEQLB1066D09.g_SS
Ubiquitination;SCCCRZ2003H11.g_AS
;SCRULB1057C01.g_SS
Protein kinase;SCRFLB1056F06.g_SS
;SCRFLB1056E02.g_SS
Amino acid biosynthesis;SCRFLB1056H01.g_SS
;SCCCRZ2001B11.g_AS
;SCCCRZ2002A02.g_AS
Cell cycle;SCCCRZ2002B06.g_AS
Amino acid metabolism;SCSFRT2069F10.g_SS
;SCEZRT2019D08.g_SS
Cell wall;SCQSRT1034C08.g_SS
;SCCCRT2002C05.g_SS
Phosphatases;SCCCRT1C05A05.g_SS
;SCRFLB1056C09.g_SS
Hormone biosynthesis;SCJLRZ1024A04.g_SS
;SCJLRZ1025D07.g_AS
Secondary metabolism;SCRFLB1056E11.g_SS
;SCCCRT1C06A10.g_SS
Ubiquitination;SCRFLB1056F07.g_SS
;SCSGLR1025D03.g_SS
;SCCCLR1C11E04.g_SS
Development;SCMCRT2087G01.g_AS
;SCRFLB1055F09.g_SS
;SCJFRZ2013E04.g_SS
Protein metabolism;SCJLRZ1026G02.g_AS
;SCCCST1006D11.g_SS
;SCQGSB1065F04.g_SS
Cell wall;SCCCLB1C03F07.g_SS
No matches;SCJFRZ1005D06.g_AS
;SCCCLB1C03G03.g_SS
;SCQGSB1066F05.g_SS
;SCQGLR1062B05.g_AS
;SCBGLR1002D09.g_SS
Protein kinase;SCCCCL4001E05.g_SS
Transporters;SCQSST3116H07.g_AS
Protein kinase;SCCCLR1075E10.g_SS
;SCUTLR1058E09.g_AS
Ubiquitination;SCBGLR1003D06.g_SS
;SCCCFL4003E12.g_SS
;SCQGSB1066A02.g_SS
;SCRUSB1064E12.g_SS
Transcription Factor;SCCCRZ2C04E10.g_AS
;SCCCCL5072H05.g_SS
;SCQGSB1066C07.g_SS
;SCCCRZ2C03C10.g_AS
;SCCCLB1001D05.g_SS
;SCQSLR1061E09.g_SS
;SCCCRZ2C04D11.g_AS
Cell cycle;SCCCST2003B08.g_SS
;SCEQRT1030A08.g_SS
;SCCCRZ2C02G06.g_AS
Nucleic acid metabolism;SCUTLR1058B03.g_SS
Cell wall;SCQSHR1022C02.g_SS
;SCVPLR2005F02.g_SS
;SCRULB1060C07.g_SS
;SCEQLB1068F08.g_SS
Cell wall;SCCCLR1C01A03.g_SS
;SCCCLR1C01B12.g_SS
;SCQGST3154H07.g_AS
;SCCCLR1C01E08.g_SS
Receptors;SCBFRZ2016E08.g_AS
;SCQGST3153F10.g_AS
Protein metabolism;SCVPLR2012G08.g_AS
Lipid, fatty-acid and isoprenoid metabolism;SCQGST1031C05.g_AS
No matches;SCCCRZ2C01F11.g_AS
Carbohydrate metabolism;SCRULB1058A11.g_SS
Ubiquitination;SCCCLR1072G01.g_AS
;SCRULB1058B11.g_SS
No matches;SCCCRZ2C01G08.g_AS
;SCRULB1058C03.g_SS
;SCRFLB1056F08.g_SS
;SCRULB1058C08.g_SS
;SCRFLB1056H08.g_SS
;SCEPLR1051G01.g_AS
;SCRULB1058D03.g_SS
Protein metabolism;SCEQLB1066D08.g_SS
;SCRULB1058D11.g_SS
Cell wall;SCEQLB1066E08.g_SS
;SCQGLR1041H09.g_SS
;SCCCLB1C06E11.g_SS
;SCCCRZ2C01D04.g_AS
;SCRLLR1038D07.g_SS
;SCUTST3152B04.g_SS
;SCSBST3093E04.g_AS
Carbohydrate metabolism;SCAGCL6015C04.g_SS
;SCBFSB1045E12.b_SS
;SCSBST3093E12.g_AS
;SCMCST1049G12.g_SS
Nucleic acid metabolism;SCACLR1127E10.g_SS
Transporters;SCCCLR1C07C07.g_SS
Protein metabolism;SCEPCL6029B10.g_SS
;SCCCLR1070E11.g_SS
Nucleic acid metabolism;SCCCCL3001A01.b_AS
Transcription Factor;SCMCRT2105A02.g_SS
;SCSBST3098E04.g_AS
Protein phosphatase;SCVPFL3046C06.b_SS
Transcription Factor;SCCCLR2001F11.g_AS
;SCJLRZ1019C10.g_AS
Bioenergetics;SCSBRZ3117B05.g_AS
;SCJLRZ1019F06.g_AS
Cell wall;SCEZLB1005A02.g_AS
;SCSFST3073A12.g_AS
;SCJLRZ1019G10.g_AS
;SCJFSB1014A10.g_SS
Protein metabolism;SCVPLR1049F01.g_AS
Amino acid metabolism;SCQGLR1062G06.g_SS
;SCJFSB1013H11.g_SS
Transcription Factor;SCSGST1070F10.g_SS
Carbohydrate metabolism;SCEPRT2048D06.g_SS
;SCAGCL6015G03.g_SS
;SCAGCL6015F01.g_SS
;SCCCRT1003D05.g_SS
;SCVPAM1059D07.g_SS
;SCEZRT2021D07.g_SS
;SCCCLR1070D12.g_SS
;SCEZRT2021B01.g_SS
Protein metabolism;SCAGLR1043F02.g_SS
;SCACLB1047E04.g_SS
;SCEZRT2021A09.g_SS
;SCAGCL6013G05.g_SS
Stress;SCBFFL5067B12.b_SS
Secondary metabolism;SCEZRT2020H09.g_SS
;SCRFST3145E10.g_AS
Amino acid metabolism;SCCCCL4001E08.g_SS
;SCVPRZ2041A07.g_SS
Carbohydrate metabolism;SCCCRT2C02G08.g_SS
;SCCCCL3120A06.g_AS
Cell wall;SCVPRZ3026C05.g_SS
;SCEZRT2020F12.g_SS
;SCVPRT2081D11.g_AS
Carbohydrate metabolism;SCSBSB1057D05.g_SS
Carbohydrate metabolism;SCSFRT2071B07.g_SS
;SCCCST1004A12.g_SS
;SCVPCL6042D02.g_AS
Cell wall;SCRUAD1133D06.g_AS
;SCSBST3093A05.g_AS
Carbohydrate metabolism;SCQGSB1065B11.g_SS
;SCEQRT1026G12.g_AS
;SCRFST3145H01.g_SS
;SCEZRT2021G08.g_SS
;SCEZRT2021G05.g_SS
;SCEZRT2021F04.g_SS
;SCAGCL6014G01.g_SS
;SCMCST1053D03.g_SS
;SCAGCL6014G11.g_SS
Protein kinase;SCJLLR1011H04.g_SS
;SCVPCL6061D10.g_SS
Nucleic acid metabolism;SCCCCL5002H02.g_SS
;SCCCCL4005B05.g_SS
Transporters;SCQSRT2032A08.g_SS
;SCCCCL4014F10.g_SS
;SCEZRT2015F08.g_SS
;SCBGLR1097B08.g_AS
Carbohydrate metabolism;SCJLRZ1024A11.g_AS
;SCBFLR1083E09.g_SS
Carbohydrate metabolism;SCCCCL4011H08.g_SS
;SCEZRT2019D02.g_SS
Amino acid metabolism;SCJLST1022H09.g_AS
;SCJLRZ1024H06.g_AS
;SCQSRT2036B08.g_SS
Secondary metabolism;SCRFLR2037A12.g_SS
Amino acid metabolism;SCCCLR1022F10.g_AS
;SCSGRT2063B08.g_SS
;SCEZRT2019E08.g_SS
;SCBFLR1083B07.g_AS
;SCCCCL6003B02.g_SS
;SCCCLR1075C09.g_SS
;SCJFSB1012F04.g_SS
;SCVPRT2076E01.g_SS
Cell cycle;SCJLRT1014B07.g_AS
;SCCCCL6003B08.g_SS
Carbohydrate metabolism;SCCCLR1075F07.g_SS
;SCEZLR1031F05.g_SS
;SCJFRZ1007G09.g_SS
;SCBGST3104D07.g_AS
Carbohydrate metabolism;SCCCLR1077G12.g_SS
Unknown protein;SCCCCL3005F03.b_SS
;SCJFSB1012D05.g_SS
Cell cycle;SCCCCL3002G03.b_SS
Cell cycle;SCMCRT2085G08.g_SS
Cell wall;SCJFRZ2007A10.g_SS
Protein metabolism;SCEQLB1067D06.g_SS
Cell cycle;SCCCLB1021G11.g_SS
Bioenergetics;SCRFAD1119E01.g_SS
Protein metabolism;SCEZRT2019H12.g_SS
;SCJLRZ1025A04.g_AS
;SCCCLR2001F04.g_SS
Stress;SCEQLR1050G11.g_SS
Carbohydrate metabolism;SCJFSB1012H05.g_SS
;SCEZRT2020D09.g_SS
;SCRFLR1012G02.g_AS
;SCJLRZ1025A05.g_AS
;SCCCFL5064G03.g_SS
Stress;SCJLRZ1025F02.g_AS
Cell wall;SCCCCL6003E11.g_SS
;SCCCCL6003C08.g_SS
;SCCCCL6003C05.g_SS
;SCEPRZ1009G04.g_SS
;SCCCRT2C09C01.g_SS
;SCBGLR1082G01.g_SS
;SCSFST3079F01.g_AS
Cell wall;SCCCHR1002D02.g_SS
Unknown protein;SCJLRZ1019H12.g_AS
Nucleic acid metabolism;SCEQRT2101A08.g_SS
Stress;SCQGLR1062E12.g_SS
Pathogenicity;SCMCRT2088H08.g_SS
Secondary metabolism;SCSFST1066H11.g_SS
Nucleic acid metabolism;SCQGRT1045A06.g_AS
;SCCCRZ2C03F02.g_AS
Carbohydrate metabolism;SCEPCL6019E10.g_SS
;SCMCRT2085E06.g_SS
;SCRUFL1022G07.g_SS
;SCSFRT2068D05.g_SS
;SCEQRT2099G08.g_SS
;SCEQSB1C02A01.g_SS
;SCBGFL5079D09.g_SS
;SCAGCL6016A11.g_SS
;SCMCRT2105F08.g_SS
;SCCCST3C04E01.g_SS
Transcription Factor;SCAGLR1043D03.g_SS
Carbohydrate metabolism;SCAGCL6016B11.g_SS
;SCMCRT2105E08.g_SS
;SCACLR1057C11.g_SS
;SCCCLB1001E11.g_SS
;SCAGCL6016D08.g_SS
;SCJFSB1013B07.g_SS
;SCEZRT2019B08.g_SS
;SCSFSB1072B06.g_SS
;SCEZRT2018H01.g_SS
Stress;SCACCL6008A11.g_SS
Secondary metabolism;SCQGRT1043B06.g_SS
;SCJLRZ1021F02.g_AS
;SCEZLB1014H08.g_SS
;SCRUFL1015F05.g_SS
;SCEZRT2018E04.g_SS
;SCSBFL1035B12.g_AS
;SCCCLR2004G12.g_AS
;SCJLRZ1020C01.g_AS
Cell wall;SCJFLR1073D07.g_SS
;SCCCCL6005C07.g_SS
;SCAGCL6016E09.g_SS
Transporters;SCVPRZ2040D06.g_SS
;SCAGCL6016G10.g_SS
Stress;SCJLRT1020A09.g_SS
;SCAGCL6016H09.g_SS
;SCEQRT1030A05.g_SS
;SCQGSB1083H11.g_SS
;SCJFSB1011E04.g_SS
;SCRUHR1076A02.g_SS
;SCCCLB1003G12.g_SS
;SCEPAM1022C03.g_SS
Transcription Factor;SCCCLR2C03H07.g_SS
Receptors;SCEZRT2021B06.g_SS
Cell wall;SCJLLR1106H06.g_SS
Small GTPases;SCCCRT2001H11.g_AS
;SCUTST3088E02.g_AS
;SCACCL6006A12.g_AS
Carbohydrate metabolism;SCJLLR2020E06.g_AS
;SCEZRZ1012D03.g_AS
Stress;SCUTST3092H12.g_AS
;SCJLRT2050G02.g_SS
;SCCCLB1C03G04.g_SS
Unknown protein;SCVPLR1049B12.g_SS
Cell wall;SCEQRT2027A10.g_SS
Nucleic acid metabolism;SCEZLB1008G03.g_SS
;SCAGRT2039C10.g_AS
;SCEQRT2099F10.g_SS
;SCCCLB1C03F04.g_SS
Protein metabolism;SCBGLR1117A11.g_SS
;SCQGLB1028H11.g_SS
;SCQGLB1029E10.g_SS
;SCQSST1037A10.g_SS
Inositol;SCMCLR1032E03.g_SS
Cell cycle;SCCCCL4015E04.g_AS
Carbohydrate metabolism;SCCCLR1078D02.g_SS
Carbohydrate metabolism;SCCCLR1C05H04.g_SS
;SCSBFL5020H12.g_SS
Transcription Factor;SCQGST3154C02.g_SS
Transcription Factor;SCACST3159E04.g_SS
Protein metabolism;SCEQRT1027A08.g_SS
;SCJLST1025A04.g_SS
;SCSGST3121E03.g_AS
;SCVPRT2078F07.g_SS
Protein kinase;SCCCST1004A07.g_AS
;SCSBST3100B04.g_AS
;SCEQSB1018F08.g_SS
Nucleic acid metabolism;SCCCLR2C03C06.g_SS
Protein metabolism;SCCCCL3120G07.g_SS
;SCBGLR1118F04.g_SS
;SCEQSB1019A11.g_SS
;SCEQRT2026E08.g_SS
Protein kinase;SCEQSB1018H07.g_SS
;SCRFLB1056F08.g_AS
Carbohydrate metabolism;SCUTST3086G11.g_SS
Cell wall;SCCCLB1C03F07.g_AS
Protein kinase;SCCCCL4001E05.g_AS
;SCBGLR1002D09.g_AS
Nucleic acid metabolism;SCUTLR1058B03.g_AS
Protein kinase;SCCCLR1070D11.g_SS
Cell cycle;SCVPLR1049A01.g_SS
;SCQGLB1039E01.g_SS
;SCJLST1022G08.g_SS
;SCQGLB1039E12.g_SS
;SCUTRZ2023H03.g_SS
;SCJLRZ1021F06.g_SS
;SCCCLB1C04F04.g_SS
;SCMCST1049C07.g_SS
Cell wall;SCMCRT2087B09.g_SS
;SCEQLR1007A04.g_SS
;SCEQSB1018D08.g_SS
;SCJFSB1010E03.g_SS
;SCRLCL6030F07.g_SS
Transcription Factor;SCCCST1C04D07.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCCCLR1079F09.g_SS
;SCRLCL6031D09.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCJLLR1106F01.g_SS
;SCCCAM1C04D01.g_AS
;SCRFAM2132B02.g_SS
Stress;SCJLLR1033F07.g_AS
Secondary metabolism;SCCCRZ2004D02.g_SS
;SCRFLB1054D01.g_AS
;SCQGLB1030D05.g_SS
;SCQGLB1030C04.g_SS
Nucleic acid metabolism;SCMCLR1053B11.g_SS
;SCJLLR1103A05.g_AS
;SCQGLB1030B10.g_SS
Carbohydrate metabolism;SCQGLB1038C03.g_SS
;SCQGLB1038A07.g_SS
;SCVPCL6045A03.g_SS
;SCUTHR1065B10.g_SS
;SCQGST1030E05.g_SS
;SCQGLB1039C06.g_SS
;SCJFRZ2027H07.g_SS
;SCBGLR1023C04.g_SS
;SCEZRT2024D07.g_SS
;SCCCCL4005A02.g_AS
;SCMCCL6056C12.g_SS
;SCEZHR1088C09.g_SS
;SCEZRT2020A01.g_SS
;SCMCCL6056B06.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCCCCL7C05E03.g_SS
Transcription Factor;SCEQRT2025G01.g_SS
Protein kinase;SCJLRZ1027E02.g_AS
;SCJFRT1005E06.g_SS
;SCUTAM2087E09.g_AS
;SCMCST1054H08.g_AS
Nucleic acid metabolism;SCUTAM2088F06.g_AS
;SCCCCL6005E07.g_AS
Small GTPases;SCRFLR1012C09.g_AS
;SCCCLR1C04A10.g_AS
Unknown protein;SCCCRT1003H09.g_AS
Stress;SCJFRT2053C12.g_SS
Carbohydrate metabolism;SCUTAM2089E05.g_AS
Cell cycle;SCJFRT1009F01.g_SS
;SCJFRT1062E12.g_SS
;SCRUHR1074D09.g_SS
;SCRLCL6031C06.g_SS
;SCVPST1063G02.g_SS
;SCMCRT2103B06.g_SS
;SCEPAM2056E04.g_AS
;SCRUFL1015B06.g_SS
;SCEPAM2015A01.g_SS
Transcription Factor;SCQGLR1019C06.g_AS
;SCUTAM2089D11.g_AS
;SCMCCL6053D06.g_SS
;SCMCCL6053D02.g_SS
Cell cycle;SCMCCL6053C09.g_SS
;SCRFLR1034G02.g_SS
;SCVPRZ2041G12.g_SS
;SCMCCL6053F01.g_SS
;SCVPAM2063F02.g_AS
Protein kinase;SCCCST1004C05.g_SS
;SCEPAM1053B09.g_AS
;SCQGRT1040D04.g_SS
;SCVPAM2063H09.g_AS
Stress;SCEQAM2038H01.g_AS
;SCVPAM2065B01.g_AS
;SCCCRZ1004H01.g_SS
;SCMCCL6054B10.g_SS
;SCMCCL6054H06.g_SS
Transcription Factor;SCCCRZ1C01B03.g_SS
;SCMCCL6055B02.g_SS
No matches;SCMCCL6055A01.g_SS
Protein metabolism;SCJLLR1101C01.g_SS
Cell cycle;SCVPAM2066B05.g_AS
Carbohydrate metabolism;SCQGST1034C05.g_SS
Transcription Factor;SCQGLR1085G10.g_AS
No matches;SCMCCL6054C02.g_SS
;SCVPCL6046C06.g_AS
Two component;SCEPRT2048E07.g_SS
;SCCCCL1001H08.b_AS
;SCCCCL1001H02.b_AS
Receptors;SCCCCL1001A04.b_AS
Transporters;SCCCCL1001C07.g_AS
;SCCCCL1001A05.b_AS
;SCCCCL1002F11.b_AS
;SCCCCL1002H07.b_AS
;SCCCCL1002E04.b_AS
;SCCCCL1002E09.b_AS
;SCCCCL1001G12.b_AS
;SCCCCL1002B07.b_AS
;SCCCCL1001F08.b_AS
;SCCCCL1001C06.b_AS
Protein metabolism;SCCCCL2001C01.b_AS
Stress;SCCCCL2001G03.b_AS
;SCCCCL2001H01.b_AS
Phosphatases;SCCCCL3001D09.b_AS
;SCCCCL3001F10.g_AS
;SCCCCL3002A08.b_AS
Hormone related;SCCCCL3002B05.b_AS
;SCVPRT2073A11.g_AS
Receptors;SCJFRZ2033A09.g_AS
;SCEPRZ1010H09.g_AS
;SCVPRT2077D07.g_AS
;SCVPRT2076E09.g_AS
;SCRFLR1034C02.g_AS
;SCVPRT2076G08.g_AS
Cell wall;SCCCLR2002C08.g_AS
;SCACLR1129G09.g_AS
Bioenergetics;SCACLR1128G08.g_AS
;SCACLR1129A10.g_AS
Protein metabolism;SCACLR1129C03.g_AS
No matches;SCEZLR1052E07.g_AS
;SCVPLR2019G03.g_AS
Cell cycle;SCUTLR1058B12.g_AS
;SCAGLR1064D04.g_AS
Protein metabolism;SCAGLR1021F07.g_AS
;SCAGLR1043B04.g_AS
;SCSGRT2066A04.g_AS
Lipid, fatty-acid and isoprenoid metabolism;SCVPRZ2037D03.g_AS
;SCSGRT2065C06.g_AS
;SCCCLB1C04B12.g_SS
Cell wall;SCACLB1048B09.g_SS
Carbohydrate metabolism;SCSBAM1085H10.g_SS
;SCSGRT2066A05.b_AS
Protein phosphatase;SCQGLB1030C05.g_SS
;SCAGLR1064F09.g_AS
Amino acid metabolism;SCRFLR1034F03.g_SS
;SCCCLR1066B11.g_AS
Nucleic acid metabolism;SCSGRT2066F04.g_AS
;SCSGRT2066B08.g_AS
;SCBGAD1026G02.g_SS
;SCEZRZ1016F10.g_AS
;SCCCLR1075G06.g_SS
;SCRURT2006A03.g_AS
Carbohydrate metabolism;SCBFLR1026D05.g_AS
;SCBFLR1026H01.g_AS
;SCACLB1047G02.g_SS
;SCBGFL5077A04.g_SS
Secondary metabolism;SCEPRZ1008G06.g_SS
;SCEQRT1031C02.g_AS
Cell wall;SCEQHR1082B01.g_AS
Transporters;SCJFRT1059B01.g_AS
Carbohydrate metabolism;SCCCCL3001B07.b_AS
;SCBFLR1046F09.g_AS
Protein kinase;SCJFRZ2011A04.g_AS
;SCCCLR1C04E10.g_AS
;SCBFSB1047C06.g_AS
;SCBFLR1060G06.g_AS
;SCJFLR1074H03.g_AS
Protein metabolism;SCCCLR1C01F03.g_AS
Cell wall;SCQSRT2034G08.g_AS
;SCBFLR1083G04.g_AS
;SCBFLR1083E02.g_AS
Nucleic acid metabolism;SCCCCL5003D05.g_SS
;SCCCLB1004G11.g_SS
Cell cycle;SCSBLB1031E10.g_AS
;SCEZRZ1014D03.g_AS
Protein kinase;SCCCLR2C02G01.g_SS
;SCCCLB1C04H09.g_SS
;SCEQLR1091B09.g_SS
;SCSFLR2031B03.g_SS
;SCACLB1045B09.g_SS
;SCQSLB1049B01.g_SS
;SCCCLB1004H09.g_SS
Bioenergetics;SCACLR2007H10.g_AS
;SCQGLB1039E06.g_AS
;SCBGLR1082B11.g_AS
;SCVPLB1017B08.g_AS
Stress;SCVPLB1017D05.g_AS
;SCACLB1046B10.g_SS
Hormone biosynthesis;SCEQRT2090B06.g_SS
;SCSGLR1081B03.g_AS
Protein metabolism;SCCCLR2C01F01.g_AS
;SCCCLR1069E03.g_AS
;SCQSLB1051E09.g_SS
Protein kinase;SCCCLB1C04H10.g_SS
;SCACLB1047D05.g_SS
;SCJFLR1017B01.g_SS
Stress;SCCCST1005H10.g_SS
;SCQGLB1027G02.g_SS
;SCCCLB1C04G10.g_SS
;SCACLB1046G06.g_SS
;SCCCLB1002H02.g_SS
Protein kinase;SCCCLB1002F04.g_SS
;SCCCLB1002G12.g_SS
G protein;SCQSLR1061G07.g_AS
Carbohydrate metabolism;SCCCLR1001E04.g_AS
Stress;SCCCLR1001A11.g_AS
;SCCCLR1001F06.g_AS
Ubiquitination;SCCCLB1002A09.g_SS
;SCCCLB1001H11.g_SS
;SCACLR2007A04.g_SS
Protein metabolism;SCCCLR1C04E09.g_SS
Protein metabolism;SCVPLB1019E08.g_AS
;SCCCLB1002B06.g_SS
Transcription Factor;SCCCLB1002B01.g_SS
;SCCCLB1004B05.g_SS
;SCCCLB1004D06.g_SS
;SCUTLR2008H10.g_AS
;SCACLR1057F05.g_AS
;SCSGAM2076F12.g_AS
;SCACLR1036E06.g_AS
Receptors;SCCCRZ1002F10.g_AS
Receptors;SCCCLB1023E12.g_AS
Protein metabolism;SCCCLR2004D07.g_AS
;SCUTAM2085G07.g_AS
;SCCCLR1C05E01.g_AS
Calcium metabolism;SCCCLR1001F09.g_SS
Chromatin regulation;SCCCLR1069F03.g_SS
;SCCCCL3001C12.b_SS
Pectinacetylesterase family protein;SCCCLB1003C07.g_SS
;SCCCLB1003H12.g_SS
